InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category
INV104578,HOM4943,Garden Tools,3,2023-07-25,54.64,10167.0,Germany,Home & Garden
INV100573,HOM8328,Vase,1,2023-07-25,80.23,10228.0,United Kingdom,Home & Garden
INV104037,HOM4011,Plant Pot,-10,2023-07-25,112.56,10069.0,United Kingdom,Home & Garden
INV104911,ELE5939,Keyboard,3,2023-07-26,315.66,10077.0,France,Electronics
INV104754,BOO8088,Fiction Book,5,2023-07-26,29.98,10159.0,United Kingdom,Books
INV104486,HOM1163,Garden Tools,1,2023-07-26,111.21,10007.0,United Kingdom,Home & Garden
INV104841,BOO7664,Fiction Book,1,2023-07-26,29.02,10387.0,France,Books
INV100133,BOO5827,Magazine,3,2023-07-26,37.85,10411.0,United Kingdom,Books
INV100781,BOO1687,Fiction Book,3,2023-07-26,11.61,10367.0,United Kingdom,Books
INV102001,TOY5952,Action Figure,3,2023-07-26,28.05,10128.0,United Kingdom,Toys
INV104780,BOO5651,Textbook,2,2023-07-26,49.84,10454.0,United Kingdom,Books
INV104629,BOO9126,Magazine,3,2023-07-26,38.86,10239.0,United Kingdom,Books
INV101902,ELE2437,Webcam,10,2023-07-26,117.32,10027.0,United Kingdom,Electronics
INV104709,BOO2362,Comic Book,1,2023-07-26,47.34,10051.0,United Kingdom,Books
INV100880,CLO2507,Jacket,1,2023-07-26,191.18,10068.0,United Kingdom,Clothing
INV104963,ELE9074,Monitor,3,2023-07-26,297.25,10263.0,United Kingdom,Electronics
INV104344,HOM7121,Picture Frame,1,2023-07-26,124.37,10051.0,Germany,Home & Garden
INV103092,HOM3355,Vase,2,2023-07-26,137.76,10295.0,United Kingdom,Home & Garden
INV102313,ELE6273,Keyboard,6,2023-07-27,497.73,10039.0,Australia,Electronics
INV101757,TOY1768,Building Blocks,1,2023-07-27,15.22,10163.0,United Kingdom,Toys
INV100082,BOO7305,Fiction Book,5,2023-07-27,38.8,10002.0,France,Books
INV100274,BOO2466,Fiction Book,1,2023-07-27,44.59,10363.0,Australia,Books
INV104846,BOO7185,Non-Fiction Book,6,2023-07-27,15.77,10396.0,United Kingdom,Books
INV104322,ELE5222,Headphones,-1,2023-07-27,24.39,10238.0,United Kingdom,Electronics
INV103842,BOO1256,Textbook,5,2023-07-27,42.83,10140.0,Germany,Books
INV101861,TOY1081,Action Figure,1,2023-07-27,51.02,10266.0,United Kingdom,Toys
INV100295,BOO3560,Fiction Book,2,2023-07-27,20.31,10477.0,United Kingdom,Books
INV102211,HOM3063,Plant Pot,1,2023-07-27,86.79,10017.0,United Kingdom,Home & Garden
INV103545,CLO5363,Scarf,4,2023-07-27,53.48,10406.0,Germany,Clothing
INV101317,ELE8804,Webcam,4,2023-07-28,625.46,10255.0,United Kingdom,Electronics
INV102696,ELE8453,Monitor,1,2023-07-28,371.6,10407.0,United Kingdom,Electronics
INV103937,TOY5364,Action Figure,1,2023-07-28,46.41,10335.0,United Kingdom,Toys
INV104567,TOY9532,Doll,3,2023-07-28,22.38,10030.0,France,Toys
INV101792,HOM4718,Cushion,12,2023-07-28,46.5,10248.0,United Kingdom,Home & Garden
INV104442,CLO7732,Scarf,4,2023-07-28,153.58,10082.0,United Kingdom,Clothing
INV103686,CLO7724,Scarf,4,2023-07-28,21.35,,France,Clothing
INV101315,HOM2490,Plant Pot,6,2023-07-28,142.0,10292.0,Netherlands,Home & Garden
INV104938,ELE4054,USB Cable,1,2023-07-28,701.4,10099.0,United Kingdom,Electronics
INV102300,HOM4648,Plant Pot,1,2023-07-28,110.14,10427.0,United Kingdom,Home & Garden
INV104905,TOY7990,Action Figure,6,2023-07-28,25.31,10118.0,Netherlands,Toys
INV104719,TOY1245,Doll,1,2023-07-28,12.12,10229.0,United Kingdom,Toys
INV104887,BOO4723,Fiction Book,1,2023-07-29,13.14,10042.0,United Kingdom,Books
INV103219,TOY7598,Puzzle,1,2023-07-29,19.62,10246.0,United Kingdom,Toys
INV104259,BOO8541,Comic Book,1,2023-07-29,11.55,10475.0,United Kingdom,Books
INV101137,TOY2721,Building Blocks,2,2023-07-29,11.56,10092.0,United Kingdom,Toys
INV103093,BOO6539,Comic Book,4,2023-07-29,27.8,10378.0,Germany,Books
INV102975,BOO2792,Non-Fiction Book,1,2023-07-29,23.53,10376.0,United Kingdom,Books
INV101181,HOM5211,Lamp,3,2023-07-29,122.03,10479.0,France,Home & Garden
INV101704,TOY9457,Puzzle,4,2023-07-29,77.64,10447.0,United Kingdom,Toys
INV103320,CLO3882,Sneakers,5,2023-07-29,167.79,10446.0,United Kingdom,Clothing
INV103749,TOY7811,Building Blocks,10,2023-07-29,64.15,,United Kingdom,Toys
INV101488,BOO8012,Fiction Book,3,2023-07-29,41.02,10312.0,United Kingdom,Books
INV103924,CLO4480,Hat,20,2023-07-29,144.95,10320.0,France,Clothing
INV103028,BOO1058,Fiction Book,4,2023-07-30,43.03,10303.0,United Kingdom,Books
INV101890,ELE4818,Monitor,3,2023-07-30,108.23,10409.0,United Kingdom,Electronics
INV104721,TOY9797,Puzzle,2,2023-07-30,76.09,10370.0,Netherlands,Toys
INV104863,ELE3832,USB Cable,10,2023-07-30,302.32,10329.0,United Kingdom,Electronics
INV102558,TOY5402,Building Blocks,12,2023-07-30,19.69,10484.0,United Kingdom,Toys
INV101218,CLO8869,Scarf,1,2023-07-30,197.94,10281.0,United Kingdom,Clothing
INV102747,CLO1559,Jacket,3,2023-07-30,102.69,10308.0,United Kingdom,Clothing
INV103732,TOY2004,Doll,1,2023-07-30,75.21,10321.0,Germany,Toys
INV102705,CLO4460,T-Shirt,2,2023-07-30,150.38,10359.0,United Kingdom,Clothing
INV103062,BOO6605,Comic Book,6,2023-07-31,19.28,10336.0,United Kingdom,Books
INV104404,ELE4570,Keyboard,1,2023-07-31,545.3,10028.0,United Kingdom,Electronics
INV104955,BOO3621,Comic Book,1,2023-07-31,15.35,10349.0,United Kingdom,Books
INV100704,HOM7468,Garden Tools,2,2023-07-31,75.59,10379.0,United Kingdom,Home & Garden
INV104130,ELE4747,Headphones,1,2023-07-31,205.32,10045.0,United Kingdom,Electronics
INV100917,CLO5157,Hat,3,2023-07-31,113.87,10345.0,United Kingdom,Clothing
INV100985,CLO3024,Hat,3,2023-07-31,119.81,10008.0,United Kingdom,Clothing
INV101042,ELE9106,Headphones,10,2023-08-01,388.73,10092.0,United Kingdom,Electronics
INV100664,HOM3415,Picture Frame,10,2023-08-01,18.13,10175.0,United Kingdom,Home & Garden
INV102611,BOO2856,Textbook,1,2023-08-01,49.75,10422.0,United Kingdom,Books
INV104534,TOY6011,Board Game,4,2023-08-01,21.78,10435.0,United Kingdom,Toys
INV102939,ELE7180,Headphones,1,2023-08-01,159.15,10258.0,United Kingdom,Electronics
INV102107,TOY8420,Building Blocks,1,2023-08-01,14.5,10260.0,United Kingdom,Toys
INV102834,ELE4465,USB Cable,4,2023-08-01,324.44,10340.0,United Kingdom,Electronics
INV102485,HOM8965,Garden Tools,20,2023-08-01,37.56,10088.0,United Kingdom,Home & Garden
INV101907,TOY9533,Doll,2,2023-08-01,30.65,10193.0,Germany,Toys
INV103719,TOY9833,Building Blocks,2,2023-08-01,18.84,10002.0,United Kingdom,Toys
INV100081,ELE2186,Webcam,3,2023-08-01,262.08,10113.0,France,Electronics
INV103032,ELE8430,Webcam,1,2023-08-01,693.1,10270.0,United Kingdom,Electronics
INV102646,HOM5090,Vase,4,2023-08-01,48.28,10471.0,Belgium,Home & Garden
INV103343,CLO2436,Jeans,1,2023-08-01,192.48,10223.0,United Kingdom,Clothing
INV102487,BOO5228,Non-Fiction Book,2,2023-08-01,11.93,10131.0,United Kingdom,Books
INV104154,TOY9697,Puzzle,1,2023-08-01,66.57,10416.0,United Kingdom,Toys
INV102200,TOY8432,Board Game,4,2023-08-02,14.07,10301.0,United Kingdom,Toys
INV100884,CLO3441,Sneakers,2,2023-08-02,71.28,10100.0,United Kingdom,Clothing
INV103468,CLO6582,Sneakers,12,2023-08-02,14.05,10287.0,United Kingdom,Clothing
INV102941,ELE1831,Monitor,1,2023-08-02,68.68,10299.0,United Kingdom,Electronics
INV102534,TOY9096,Doll,6,2023-08-02,43.63,10237.0,United Kingdom,Toys
INV104169,CLO9826,Scarf,4,2023-08-02,168.14,10075.0,Germany,Clothing
INV101155,BOO3711,Fiction Book,2,2023-08-02,37.11,10333.0,United Kingdom,Books
INV103217,BOO6274,Comic Book,2,2023-08-02,29.06,10180.0,United Kingdom,Books
INV104547,CLO9298,Sneakers,-12,2023-08-02,51.34,10420.0,Germany,Clothing
INV104280,CLO9032,T-Shirt,10,2023-08-02,130.16,10321.0,United Kingdom,Clothing
INV103854,BOO3339,Fiction Book,3,2023-08-02,47.51,10295.0,Netherlands,Books
INV102936,ELE7094,Headphones,1,2023-08-02,487.4,10192.0,United Kingdom,Electronics
INV101786,CLO1233,Dress,2,2023-08-02,46.75,10341.0,United Kingdom,Clothing
INV103684,BOO3802,Magazine,1,2023-08-02,40.55,10380.0,United Kingdom,Books
INV104903,HOM4309,Vase,2,2023-08-02,116.27,10388.0,United Kingdom,Home & Garden
INV104478,ELE3711,Headphones,1,2023-08-02,698.55,10277.0,United Kingdom,Electronics
INV100863,TOY7697,Building Blocks,1,2023-08-02,73.54,10475.0,United Kingdom,Toys
INV103549,BOO6280,Magazine,1,2023-08-02,41.64,10145.0,United Kingdom,Books
INV100122,CLO7289,Jeans,1,2023-08-02,115.54,10220.0,France,Clothing
INV101807,TOY7747,Board Game,2,2023-08-02,56.61,10473.0,Germany,Toys
INV103644,HOM5221,Vase,1,2023-08-02,63.71,10472.0,United Kingdom,Home & Garden
INV103117,CLO9875,Sneakers,1,2023-08-03,32.07,10338.0,Germany,Clothing
INV101333,TOY7331,Board Game,2,2023-08-03,25.26,10248.0,Germany,Toys
INV101565,CLO2509,T-Shirt,2,2023-08-03,104.28,10154.0,Germany,Clothing
INV101467,BOO6873,Textbook,2,2023-08-03,23.91,10044.0,United Kingdom,Books
INV103626,TOY6054,Doll,12,2023-08-03,61.37,10233.0,Germany,Toys
INV100009,HOM6208,Plant Pot,2,2023-08-03,42.26,10340.0,United Kingdom,Home & Garden
INV102296,HOM7104,Picture Frame,2,2023-08-03,115.76,10194.0,United Kingdom,Home & Garden
INV104730,TOY4941,Building Blocks,3,2023-08-03,56.89,10129.0,United Kingdom,Toys
INV101217,ELE6409,Monitor,1,2023-08-03,198.82,10080.0,Germany,Electronics
INV104950,ELE8416,Mouse,20,2023-08-03,489.47,10358.0,United Kingdom,Electronics
INV100077,BOO9728,Textbook,3,2023-08-03,32.45,10069.0,Spain,Books
INV100594,TOY2032,Building Blocks,1,2023-08-03,38.66,10034.0,United Kingdom,Toys
INV101312,TOY8756,Doll,5,2023-08-03,76.92,10154.0,United Kingdom,Toys
INV101441,ELE5784,Keyboard,3,2023-08-03,193.9,10411.0,Spain,Electronics
INV104291,CLO9709,Jacket,3,2023-08-03,125.41,10395.0,United Kingdom,Clothing
INV100524,TOY4140,Action Figure,12,2023-08-03,33.52,10457.0,United Kingdom,Toys
INV100392,BOO3476,Fiction Book,12,2023-08-03,37.81,10323.0,United Kingdom,Books
INV103294,BOO7220,Non-Fiction Book,2,2023-08-03,27.93,10330.0,Germany,Books
INV104289,CLO8219,Sneakers,3,2023-08-03,77.81,10207.0,United Kingdom,Clothing
INV103033,TOY1839,Doll,1,2023-08-04,67.74,10221.0,United Kingdom,Toys
INV103898,TOY7196,Building Blocks,2,2023-08-04,52.04,10306.0,United Kingdom,Toys
INV102024,BOO3815,Comic Book,2,2023-08-04,28.95,10108.0,Germany,Books
INV104001,TOY9089,Building Blocks,1,2023-08-04,24.85,10017.0,United Kingdom,Toys
INV100117,TOY8962,Building Blocks,1,2023-08-04,41.29,10378.0,United Kingdom,Toys
INV104230,ELE1178,Headphones,3,2023-08-04,195.03,10180.0,France,Electronics
INV101101,HOM7054,Lamp,-1,2023-08-04,110.11,10132.0,United Kingdom,Home & Garden
INV103764,BOO7647,Fiction Book,2,2023-08-04,31.32,10250.0,United Kingdom,Books
INV101630,TOY7806,Building Blocks,3,2023-08-04,29.04,10043.0,France,Toys
INV102732,CLO6984,Jeans,4,2023-08-04,93.58,10157.0,United Kingdom,Clothing
INV103179,CLO4016,Scarf,1,2023-08-04,159.66,10310.0,Germany,Clothing
INV102376,ELE4909,Webcam,1,2023-08-04,764.26,10099.0,United Kingdom,Electronics
INV103514,BOO1934,Comic Book,4,2023-08-04,30.76,10464.0,United Kingdom,Books
INV104985,ELE5872,Monitor,5,2023-08-04,536.38,10295.0,United Kingdom,Electronics
INV101576,CLO8372,Hat,10,2023-08-04,181.81,10364.0,United Kingdom,Clothing
INV100888,TOY7014,Puzzle,4,2023-08-04,72.3,10317.0,United Kingdom,Toys
INV101436,ELE7507,Headphones,4,2023-08-04,620.42,10179.0,Germany,Electronics
INV104181,ELE4685,Laptop,5,2023-08-05,670.12,10339.0,Netherlands,Electronics
INV101803,TOY2995,Board Game,2,2023-08-05,45.41,10455.0,United Kingdom,Toys
INV102028,HOM2074,Lamp,1,2023-08-05,149.48,10284.0,Spain,Home & Garden
INV100563,TOY1786,Action Figure,1,2023-08-05,20.68,10017.0,United Kingdom,Toys
INV100536,HOM5151,Cushion,1,2023-08-05,78.73,10314.0,United Kingdom,Home & Garden
INV102846,TOY7004,Board Game,1,2023-08-05,34.47,10189.0,United Kingdom,Toys
INV101410,BOO9749,Non-Fiction Book,6,2023-08-05,29.87,10214.0,Belgium,Books
INV100732,BOO5378,Fiction Book,1,2023-08-05,41.28,10466.0,Spain,Books
INV104803,ELE5960,Webcam,1,2023-08-05,279.81,10154.0,France,Electronics
INV100087,BOO7589,Textbook,3,2023-08-05,10.29,10466.0,United Kingdom,Books
INV100556,HOM3120,Plant Pot,5,2023-08-05,60.6,10150.0,Germany,Home & Garden
INV103715,HOM9593,Vase,1,2023-08-05,19.72,10399.0,United Kingdom,Home & Garden
INV103852,CLO1615,Hat,2,2023-08-05,181.1,10368.0,United Kingdom,Clothing
INV100623,BOO3330,Non-Fiction Book,3,2023-08-05,10.48,10038.0,United Kingdom,Books
INV102583,CLO3672,Jeans,1,2023-08-05,154.68,10186.0,United Kingdom,Clothing
INV100069,ELE2251,Laptop,1,2023-08-06,321.89,10082.0,United Kingdom,Electronics
INV102261,BOO6733,Fiction Book,4,2023-08-06,32.0,10052.0,United Kingdom,Books
INV103223,BOO8527,Textbook,4,2023-08-06,44.31,10185.0,France,Books
INV100217,BOO6856,Non-Fiction Book,5,2023-08-06,46.57,10461.0,Germany,Books
INV103041,TOY9053,Board Game,6,2023-08-06,32.46,10438.0,United Kingdom,Toys
INV100129,HOM2895,Lamp,5,2023-08-06,47.27,10335.0,United Kingdom,Home & Garden
INV102058,TOY1258,Board Game,6,2023-08-06,20.58,10355.0,United Kingdom,Toys
INV100474,HOM3925,Picture Frame,6,2023-08-06,92.58,10156.0,United Kingdom,Home & Garden
INV104302,HOM5353,Cushion,20,2023-08-06,89.75,10230.0,United Kingdom,Home & Garden
INV100856,TOY4815,Board Game,6,2023-08-06,27.29,10304.0,Australia,Toys
INV101557,CLO3108,Dress,1,2023-08-06,63.06,10349.0,United Kingdom,Clothing
INV102881,CLO8248,Hat,4,2023-08-06,149.06,10454.0,Germany,Clothing
INV104757,TOY7097,Board Game,10,2023-08-06,62.98,10074.0,United Kingdom,Toys
INV103865,HOM7728,Plant Pot,2,2023-08-06,129.62,10155.0,United Kingdom,Home & Garden
INV103713,BOO7940,Fiction Book,1,2023-08-06,31.95,10400.0,United Kingdom,Books
INV101134,ELE4758,Laptop,1,2023-08-06,723.17,10474.0,United Kingdom,Electronics
INV104314,CLO4171,Dress,1,2023-08-07,175.96,10345.0,Germany,Clothing
INV102476,TOY4030,Board Game,2,2023-08-07,54.29,10013.0,United Kingdom,Toys
INV103098,BOO6855,Fiction Book,1,2023-08-07,26.54,10437.0,United Kingdom,Books
INV102686,CLO8189,Jacket,10,2023-08-07,156.24,10473.0,United Kingdom,Clothing
INV103520,HOM4839,Garden Tools,2,2023-08-07,22.4,,United Kingdom,Home & Garden
INV101356,HOM4272,Garden Tools,2,2023-08-07,21.9,10206.0,United Kingdom,Home & Garden
INV104331,BOO5328,Non-Fiction Book,3,2023-08-07,44.16,10366.0,France,Books
INV101697,HOM5218,Garden Tools,1,2023-08-07,39.6,,United Kingdom,Home & Garden
INV104670,TOY8738,Board Game,3,2023-08-08,69.66,10146.0,Spain,Toys
INV100468,HOM1596,Garden Tools,3,2023-08-08,19.08,10268.0,United Kingdom,Home & Garden
INV102840,CLO7337,Hat,6,2023-08-08,29.28,10413.0,United Kingdom,Clothing
INV100705,HOM1452,Garden Tools,3,2023-08-08,121.66,10179.0,Germany,Home & Garden
INV100208,CLO8135,Jacket,2,2023-08-08,26.05,10059.0,United Kingdom,Clothing
INV100642,HOM6378,Vase,2,2023-08-08,54.01,10268.0,Switzerland,Home & Garden
INV102079,BOO6340,Comic Book,3,2023-08-08,42.07,10270.0,United Kingdom,Books
INV104729,ELE6140,Monitor,2,2023-08-08,354.33,10021.0,United Kingdom,Electronics
INV102987,ELE6930,Headphones,1,2023-08-08,443.47,10333.0,United Kingdom,Electronics
INV100331,TOY6506,Action Figure,4,2023-08-08,77.18,10485.0,France,Toys
INV102201,BOO8614,Textbook,5,2023-08-08,23.07,10471.0,Germany,Books
INV100966,TOY7213,Puzzle,1,2023-08-08,37.79,10209.0,United Kingdom,Toys
INV101912,ELE6497,Headphones,4,2023-08-08,576.12,10061.0,United Kingdom,Electronics
INV100697,HOM7811,Vase,1,2023-08-08,20.27,10437.0,United Kingdom,Home & Garden
INV102838,ELE7414,Webcam,3,2023-08-08,618.37,10475.0,United Kingdom,Electronics
INV102570,ELE2359,Headphones,1,2023-08-08,572.57,10238.0,Netherlands,Electronics
INV101882,CLO5027,T-Shirt,1,2023-08-09,153.49,10486.0,United Kingdom,Clothing
INV104681,BOO2144,Comic Book,6,2023-08-09,17.56,10287.0,United Kingdom,Books
INV102457,TOY4414,Action Figure,4,2023-08-09,71.1,10198.0,United Kingdom,Toys
INV102729,CLO5173,T-Shirt,1,2023-08-09,108.06,10156.0,United Kingdom,Clothing
INV102509,HOM8730,Lamp,6,2023-08-09,74.48,10081.0,Belgium,Home & Garden
INV102130,BOO6698,Non-Fiction Book,5,2023-08-09,41.42,10013.0,United Kingdom,Books
INV100595,CLO7085,Sneakers,3,2023-08-09,98.53,10068.0,Netherlands,Clothing
INV104063,CLO3777,T-Shirt,4,2023-08-09,31.37,10003.0,United Kingdom,Clothing
INV104684,HOM7007,Vase,2,2023-08-09,125.06,10096.0,United Kingdom,Home & Garden
INV104088,CLO4376,Sneakers,1,2023-08-09,117.72,10414.0,Switzerland,Clothing
INV103631,BOO9053,Comic Book,5,2023-08-09,30.99,10368.0,United Kingdom,Books
INV102618,BOO7997,Fiction Book,2,2023-08-10,41.64,10286.0,United Kingdom,Books
INV101690,CLO2677,Sneakers,1,2023-08-10,43.89,10462.0,Netherlands,Clothing
INV101234,HOM1091,Garden Tools,1,2023-08-10,107.06,10162.0,Netherlands,Home & Garden
INV104965,BOO6169,Textbook,3,2023-08-10,11.75,10487.0,France,Books
INV104770,BOO9443,Magazine,-2,2023-08-10,32.18,10188.0,France,Books
INV100480,BOO3365,Comic Book,3,2023-08-10,32.17,10393.0,United Kingdom,Books
INV101300,BOO7499,Textbook,5,2023-08-10,31.18,10262.0,United Kingdom,Books
INV100775,BOO9879,Textbook,3,2023-08-10,44.17,10460.0,United Kingdom,Books
INV103565,TOY7609,Board Game,4,2023-08-10,77.18,10154.0,United Kingdom,Toys
INV104750,CLO1448,Hat,2,2023-08-10,57.0,10337.0,United Kingdom,Clothing
INV103929,HOM5073,Cushion,1,2023-08-10,56.52,10092.0,United Kingdom,Home & Garden
INV103828,TOY4299,Building Blocks,6,2023-08-10,73.11,10297.0,United Kingdom,Toys
INV100144,HOM3541,Picture Frame,4,2023-08-10,136.47,10252.0,United Kingdom,Home & Garden
INV104916,CLO8490,Scarf,1,2023-08-10,139.33,10189.0,Spain,Clothing
INV101777,BOO8902,Non-Fiction Book,1,2023-08-10,24.26,10001.0,United Kingdom,Books
INV103147,CLO1578,Scarf,3,2023-08-10,105.66,10239.0,United Kingdom,Clothing
INV100574,HOM1300,Plant Pot,5,2023-08-11,126.84,10068.0,United Kingdom,Home & Garden
INV101275,CLO9795,Scarf,5,2023-08-11,110.38,10103.0,Spain,Clothing
INV103347,HOM1653,Lamp,1,2023-08-11,67.03,10042.0,United Kingdom,Home & Garden
INV102702,TOY7322,Doll,2,2023-08-11,43.69,10388.0,United Kingdom,Toys
INV100590,CLO3131,Hat,2,2023-08-11,20.78,10285.0,United Kingdom,Clothing
INV100963,HOM1105,Vase,12,2023-08-11,19.91,10388.0,United Kingdom,Home & Garden
INV104959,CLO8213,Dress,3,2023-08-11,106.21,10295.0,Spain,Clothing
INV102033,CLO4822,Jacket,1,2023-08-11,65.57,10081.0,France,Clothing
INV102572,TOY8366,Board Game,10,2023-08-11,32.98,10256.0,United Kingdom,Toys
INV103928,CLO9448,T-Shirt,1,2023-08-11,117.07,10338.0,United Kingdom,Clothing
INV100354,TOY8876,Building Blocks,1,2023-08-11,37.65,10059.0,Spain,Toys
INV101847,HOM7364,Garden Tools,10,2023-08-11,106.72,10328.0,United Kingdom,Home & Garden
INV100490,HOM6187,Plant Pot,3,2023-08-11,112.15,10171.0,United Kingdom,Home & Garden
INV101469,BOO7475,Textbook,3,2023-08-11,44.18,10423.0,Spain,Books
INV103011,HOM6805,Garden Tools,2,2023-08-11,34.68,10439.0,United Kingdom,Home & Garden
INV101677,HOM1952,Picture Frame,2,2023-08-11,122.92,10126.0,Netherlands,Home & Garden
INV104660,TOY5205,Puzzle,1,2023-08-12,73.18,10217.0,United Kingdom,Toys
INV100211,CLO8498,Jeans,1,2023-08-12,63.53,10378.0,United Kingdom,Clothing
INV104764,ELE6906,Keyboard,1,2023-08-12,602.23,10386.0,United Kingdom,Electronics
INV100683,CLO5951,Dress,4,2023-08-12,41.46,10323.0,Belgium,Clothing
INV102633,BOO1333,Textbook,1,2023-08-12,47.97,10305.0,United Kingdom,Books
INV103832,CLO5828,Sneakers,10,2023-08-12,99.79,10346.0,United Kingdom,Clothing
INV100550,HOM4001,Vase,5,2023-08-12,37.88,,United Kingdom,Home & Garden
INV102679,ELE8824,Keyboard,3,2023-08-12,534.87,10055.0,United Kingdom,Electronics
INV100725,HOM8394,Picture Frame,1,2023-08-12,136.91,10051.0,United Kingdom,Home & Garden
INV101616,ELE8309,Keyboard,3,2023-08-12,657.15,10077.0,United Kingdom,Electronics
INV101215,ELE2558,Headphones,-12,2023-08-12,258.66,10226.0,Spain,Electronics
INV101314,TOY9023,Action Figure,2,2023-08-12,17.03,10400.0,United Kingdom,Toys
INV103916,HOM5909,Lamp,1,2023-08-12,117.84,10190.0,Germany,Home & Garden
INV102116,HOM8391,Cushion,2,2023-08-12,7.3,10368.0,United Kingdom,Home & Garden
INV101686,BOO5584,Fiction Book,3,2023-08-12,38.96,10113.0,USA,Books
INV103435,TOY7050,Action Figure,6,2023-08-12,29.76,10473.0,United Kingdom,Toys
INV101669,TOY2146,Puzzle,12,2023-08-12,46.05,10183.0,Belgium,Toys
INV103308,BOO4977,Magazine,1,2023-08-13,21.85,10316.0,United Kingdom,Books
INV100174,CLO5686,Dress,4,2023-08-13,49.53,10410.0,France,Clothing
INV100212,TOY1011,Action Figure,2,2023-08-13,11.08,10428.0,United Kingdom,Toys
INV100185,BOO5933,Textbook,4,2023-08-13,15.35,10042.0,United Kingdom,Books
INV100986,CLO6791,Jeans,3,2023-08-13,134.69,10498.0,United Kingdom,Clothing
INV104412,HOM7104,Picture Frame,4,2023-08-13,119.49,10111.0,Netherlands,Home & Garden
INV103851,CLO5197,Sneakers,4,2023-08-13,19.48,10434.0,United Kingdom,Clothing
INV101067,BOO9314,Non-Fiction Book,2,2023-08-13,17.8,10465.0,United Kingdom,Books
INV103534,CLO9564,T-Shirt,-2,2023-08-13,171.93,10386.0,United Kingdom,Clothing
INV101824,BOO5761,Magazine,6,2023-08-13,22.05,10337.0,United Kingdom,Books
INV103095,BOO3297,Textbook,3,2023-08-13,37.89,10130.0,United Kingdom,Books
INV101938,HOM3000,Vase,1,2023-08-13,45.63,10053.0,United Kingdom,Home & Garden
INV101301,BOO8619,Textbook,3,2023-08-14,47.07,10150.0,France,Books
INV103861,HOM4538,Lamp,3,2023-08-14,87.18,10024.0,United Kingdom,Home & Garden
INV100789,CLO9418,Scarf,10,2023-08-14,68.32,10129.0,United Kingdom,Clothing
INV103914,HOM9598,Plant Pot,4,2023-08-14,142.98,10322.0,United Kingdom,Home & Garden
INV101541,ELE2751,Monitor,-12,2023-08-14,499.55,10177.0,Netherlands,Electronics
INV101601,TOY5608,Puzzle,1,2023-08-14,62.49,10245.0,United Kingdom,Toys
INV101594,HOM5019,Cushion,3,2023-08-14,80.27,10308.0,United Kingdom,Home & Garden
INV101721,ELE3532,Headphones,2,2023-08-14,26.48,10359.0,United Kingdom,Electronics
INV103034,HOM5959,Plant Pot,2,2023-08-14,90.47,10472.0,United Kingdom,Home & Garden
INV100317,CLO9462,Hat,1,2023-08-14,84.77,10297.0,Netherlands,Clothing
INV102599,BOO4273,Fiction Book,1,2023-08-14,42.42,10454.0,United Kingdom,Books
INV101555,ELE6323,USB Cable,3,2023-08-14,305.55,10311.0,Germany,Electronics
INV102232,HOM2203,Vase,2,2023-08-14,76.45,10222.0,United Kingdom,Home & Garden
INV100938,CLO1312,Jeans,6,2023-08-14,73.61,10154.0,United Kingdom,Clothing
INV102344,HOM8549,Cushion,4,2023-08-14,40.88,10127.0,United Kingdom,Home & Garden
INV101493,BOO2879,Non-Fiction Book,1,2023-08-15,24.18,10421.0,France,Books
INV102713,BOO3486,Magazine,1,2023-08-15,30.82,10034.0,United Kingdom,Books
INV102507,BOO6409,Textbook,5,2023-08-15,16.87,10309.0,United Kingdom,Books
INV101502,CLO3648,Dress,1,2023-08-15,125.68,,United Kingdom,Clothing
INV100542,BOO1992,Non-Fiction Book,1,2023-08-15,34.49,10451.0,Germany,Books
INV100902,BOO6192,Magazine,3,2023-08-15,16.07,10185.0,United Kingdom,Books
INV100124,TOY8566,Doll,2,2023-08-15,75.62,10356.0,Spain,Toys
INV102955,ELE3811,Webcam,3,2023-08-15,643.75,10017.0,France,Electronics
INV100286,BOO9989,Magazine,4,2023-08-15,22.11,10481.0,United Kingdom,Books
INV103083,CLO9027,Dress,1,2023-08-15,74.3,10098.0,United Kingdom,Clothing
INV101579,ELE7709,Keyboard,1,2023-08-15,66.27,10109.0,United Kingdom,Electronics
INV101385,TOY8844,Doll,1,2023-08-15,26.91,10332.0,United Kingdom,Toys
INV101713,HOM5522,Cushion,3,2023-08-15,46.11,10344.0,Spain,Home & Garden
INV103780,HOM3780,Plant Pot,2,2023-08-15,54.43,10152.0,United Kingdom,Home & Garden
INV101399,TOY8310,Doll,5,2023-08-15,77.29,10292.0,United Kingdom,Toys
INV100669,TOY4666,Building Blocks,6,2023-08-15,10.16,10344.0,Germany,Toys
INV103745,TOY5046,Doll,5,2023-08-15,29.08,10159.0,United Kingdom,Toys
INV103024,TOY3665,Doll,2,2023-08-15,77.03,10172.0,United Kingdom,Toys
INV103145,BOO4139,Textbook,1,2023-08-15,11.37,10061.0,United Kingdom,Books
INV104150,TOY1739,Board Game,-2,2023-08-16,22.54,10453.0,United Kingdom,Toys
INV104016,ELE2161,Monitor,3,2023-08-16,686.04,10427.0,United Kingdom,Electronics
INV103810,HOM5671,Cushion,12,2023-08-16,20.64,10017.0,France,Home & Garden
